
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                                                     Alameda Conde de Oeiras, 95 2780-139 OEIRAS |                                              Alameda Conde de Oeiras 95, 2780-135, Oeiras, Lisboa |  2780-135 |  1 |  98.93 |  -9.323819963877924 |  38.69093001759188 | 61200dcc-d845-3b0d-8dc4-189ad6b5f865 |
|                                                                   Rua Francisco Miguel, 4, 36 B, R/C 2835-123 BAIXA DA BANHEIRA |                               Rua Francisco Miguel 4, 2835-123, Baixa da Banheira, Moita, Setúbal |  2835-123 |  1 |  98.91 |  -9.038906125185955 | 38.654522342488676 | b8f946b3-988c-3941-b71e-f63658354dad |
|                                                                      Praceta Torcato Ferreira, Lote 4 c/v Dtª 2700 -821 AMADORA |                                 Praceta Torcato Ferreira 4, 2700-821, Falagueira, Amadora, Lisboa |  2700-821 |  1 |  98.91 |   -9.22330996451123 | 38.757129995504926 | 2033fe75-91f1-3e10-9f82-38c725e7f909 |
|                                                                      Rua Palos de La Frontera, Lote 14, Loja A - 8600-707 LAGOS |                                                Rua Palos de la Frontera 14, 8600-707, Lagos, Faro |  8600-707 |  1 |   98.9 |  -8.680519417729204 |  37.11059631554357 | 6c709059-ec5f-32ca-9f97-5ecd2203561f |
|                                                                          Rua José Félix Ribeiro, Lote 59 Loja 7100-125 ESTREMOZ |                                              Rua José Félix Ribeiro 59, 7100-125, Estremoz, Évora |  7100-125 |  1 |   98.9 |  -7.590513198104908 |  38.85057004382416 | b75b1f8d-0083-36ee-97e6-a440985a9eaa |
|                                                                              Rua Luísa Tody, lote 2157 2975-288 QUINTA DO CONDE |                                 Rua Luísa Tody 2157, 2975-288, Quinta do Conde, Sesimbra, Setúbal |  2975-288 |  1 |   98.9 |  -9.049868137540575 |  38.56942419917692 | 91f7d46b-25e0-3db0-9cf9-8c49e2fc25c3 |
|                                                                      Rua Dr. José Saudade e Silva, 59 2500-191 CALDAS DA RAINHA |                            Rua Doutor José Saudade e Silva 59, 2500-191, Caldas da Rainha, Leiria |  2500-191 |  1 |   98.9 |  -9.138967770488957 | 39.405650909126244 | 7e77806d-d704-36ec-913d-e1f4a173640d |
|                                                                                Rua 1.º de Maio, 81, Loja X, 7300-205 Portalegre |                                                            Rua 1 de Maio 81, 7300-205, Portalegre |  7300-205 |  2 |   98.9 | -7.4326137600314635 |  39.29363981980897 | 02f670ec-6e0e-3d17-98f1-22104019c771 |
|                                                                                            Rua Luís de Camões, 13 3880-240 OVAR |                                                     Rua Luís de Camões 13, 3880-240, Ovar, Aveiro |  3880-240 |  2 |   98.9 |  -8.624417715540732 | 40.858589280967585 | cd5e54c1-b14b-3627-aa47-3eae884ae992 |
|                                                                                       Praça da República, 14 7040-026 ARRAIOLOS |                                                 Praca da Republica 14, 7040-016, Arraiolos, Évora |  7040-016 |  3 |   98.9 |  -7.983789976861472 |  38.72343937334355 | 60878311-f2f3-3ffa-9754-720b83e9ab9c |
|                                                                  Rua Dr. Ângelo Ferrari, 5, R/c Dtº 2500 - 113 CALDAS DA RAINHA |             Rua Doutor Ângelo Ferrari 5, 2500-113, Casais de Santa Rita, Caldas da Rainha, Leiria |  2500-113 |  2 |  98.89 |  -9.133299975252385 | 39.412509998964396 | cb842ba2-7d7b-3cf5-b81e-33e0481fa5fd |
|                                                                       Alameda D. Afonso Henriques, 27 A r/c Dtº 1900-180 LISBOA |                                                Alameda Dom Afonso Henriques 27A, 1900-180, Lisboa |  1900-180 |  2 |  98.85 |  -9.132639984196345 |  38.73659999050972 | dac33f39-79e7-3be3-8138-bcafcd7084ae |
|                                                                                         Rua Pinhais Bastos, 62 4430-880 AVINTES |                Rua dos Pinhais Bastos 62, 4430-880, Aldeia Nova-Avintes, Vila Nova de Gaia, Porto |  4430-880 |  1 |  98.82 |  -8.549839969980468 |  41.09529998204451 | 19d92a77-77f7-3b6a-b471-09234d590db7 |
|                                                                      Rua de Mercado, Lote 1 Loja A 2785-630 S. DOMINGOS DE RANA |                                                Rua do Mercado 1, 2785-630, Tires, Cascais, Lisboa |  2785-630 |  1 |  98.82 |  -9.347960012661275 | 38.712489990849264 | 73837dbd-5b0f-3fbf-a9e8-9f661c03950a |
|                                                                           Rua de Pousada, 233 4620-596 Barrosas (Santa Eulália) |                                               Rua de Pousada 233, 4620-596, Prados, Vizela, Braga |  4620-596 |  1 |  98.82 |  -8.287226286373675 |  41.35961273209373 | 826923a2-bf12-38c8-b8f3-2ae08f0045ff |
|                                                                                         Rua das Flores, 8 loja C 2845-367 AMORA |                                               Rua das Flores 8, 2845-367, Paivas, Seixal, Setúbal |  2845-367 |  1 |  98.82 |  -9.112960029911704 |  38.62013000930665 | 642ce38a-6e12-3130-a13c-1c60d8090b47 |
|                                                                                               Rua do Teatro 45 4470-655 MOREIRA |                                            Rua do Teatro 45, 4470-655, Pedras Rubras, Maia, Porto |  4470-655 |  1 |  98.82 |  -8.666401311237113 |  41.24118995046534 | 33446b7f-dc3c-3de7-b983-3a1d77143afb |
|                                                                                     Avª Rovisco Pais, 14 e 14 C 1000-268 LISBOA |                                                         Avenida Rovisco Pais 14, 1000-268, Lisboa |  1000-268 |  1 |  98.79 |  -9.138900008582937 |  38.73518998675755 | 6b088d8b-fa3a-38a3-b344-5b8c7982aeaf |
|                                                                                 Rua Cidade de Leiria, 2-A, 2725-597 MEM MARTINS |                                         Rua Cidade Leiria 2A, 2725-597, Algueirão, Sintra, Lisboa |  2725-597 |  1 |  98.79 |  -9.349219980346618 |  38.80657999720731 | d763fa60-3365-3e8b-bf04-e42a6318fd7a |
|                                                                  Rua Guilherme Gomes Fernandes, 35 -1.º Esq.º 2675-371 ODIVELAS |                                      Rua Guilherme Gomes Fernandes 35, 2675-371, Odivelas, Lisboa |  2675-371 |  1 |  98.78 |  -9.176840022754305 | 38.790640006210026 | 2bbe11c1-928c-3628-a1c2-da4b6a0f51e2 |
|                                                                        Avenida S. Salvador, Lote 5, R/C Dt.º ; 6200-638 Teixoso |                             Avenida de São Salvador 5, 6200-638, Teixoso, Covilhã, Castelo Branco |  6200-638 |  1 |  98.75 |  -7.461340039717669 |  40.31030998114045 | 85a95d13-0e5c-3ee8-81a6-da44c2bf8c6b |
|                                                                               Rua João Pedro Ribeiro,713/ 715-1º 4000-307 PORTO |                                                    Rua de João Pedro Ribeiro 713, 4000-307, Porto |  4000-307 |  1 |  98.72 |   -8.60677999845089 |  41.16082999443674 | 37da4c62-d587-3b6c-bff4-d2c0f012ddc8 |
|                                                                         Rua Alves Redol, 115 e 117 2600 - 100 VILA FRANCA XIRA  |                                        Rua Alves Redol 115, 2600-100, Vila Franca de Xira, Lisboa |  2600-100 |  5 |  98.72 |  -8.987029981327737 |  38.95793998565429 | 6870c25f-13fd-3c87-9b34-a6d664ec8420 |
|                                                                             Avª 1º de Maio, 49- 5/L Dtº 6000-086 CASTELO BRANCO |                                                    Avenida 1 de Maio 49, 6000-086, Castelo Branco |  6000-086 |  2 |  98.68 |  -7.494609992715823 |  39.82150001908721 | 57f9fe91-c303-3b2a-bbe8-cd64cd0c861b |
|                                                                              Rua Dr. José Sabino Louro 1 r/c Dtº 2665-240 MAFRA |                                    Rua Dr. José Sabino Louro 1, 2665-240, Malveira, Mafra, Lisboa |  2665-240 |  1 |  98.68 |  -9.254259974348486 | 38.932169991979464 | ad1c101b-192e-3f0f-9162-a512b049d9ee |
|                                                  Rua D. Cristóvão S. Boaventura, Nº 51 4810-261 GUIMARÃES (Oliveira do Castelo) |                                Rua Dom Cristóvão de São Boaventura 51, 4810-261, Guimarães, Braga |  4810-261 |  2 |  98.68 |   -8.28768002255245 |   41.4470999834347 | 58480c54-4249-3833-9889-57be20112ea0 |
|                                                                                           Avª Salgueiro Maia, 173 4960-570 VILA |                                   Avenida Salgueiro Maia 173, 4960-570, Melgaço, Viana do Castelo |  4960-570 |  2 |  98.67 |  -8.259959979103854 |  42.10931999707097 | cdbd1757-2a14-3d01-87ed-3ed58581f173 |
|                                                         Rua Padre Alfredo Fernandes de Brito, Nº 9 F 2665-527 VENDA do PINHEIRO |               Rua Padre Alfredo Fernandes de Brito 9F, 2665-527, Venda do Pinheiro, Mafra, Lisboa |  2665-527 |  1 |  98.64 |  -9.232480018042253 | 38.925810013397495 | d0997a67-1252-31e0-baa8-9dbafcd000fb |
|                                                               Rua Amadeu Rodrigues Matias lote 16 Loja 2 2560-253 TORRES VEDRAS |                          Rua Amadeu Rodrigues Ferreira Matias 16, 2560-253, Torres Vedras, Lisboa |  2560-253 |  1 |  98.62 |  -9.258625311922701 | 39.081213407963595 | 9a8bf619-e381-305f-84fb-008fe00acdde |
|                                                                 Rua Dr. Júlio Pereira Garrido, Nº 12 7090-270 VIANA DO ALENTEJO |                              Rua Dr. Júlio Pereira Garrido 12, 7090-270, Viana do Alentejo, Évora |  7090-270 |  3 |   98.6 |  -8.006270028653688 |  38.33552998878784 | adb1ca58-111b-33a8-9334-6e35a89c4a15 |
|                                                                  Rua Sargento Ajudante Manuel António, Nº 11 A 2720-356 AMADORA |                    Rua Sargento-Ajudante Manuel António 11A, 2720-356, Reboleira, Amadora, Lisboa |  2720-356 |  1 |   98.6 |   -9.23051999380371 |  38.75606000365505 | 6045787b-fb62-33c0-8be0-eec3a67edf28 |
|                                                                     Largo dos Combatentes da Grande Guerra, Nª 6 8400-338 LAGOA |                                       Largo Combatentes da Grande Guerra 6, 8400-338, Lagoa, Faro |  8400-338 |  1 |  98.59 |  -8.455493735867378 | 37.135646433587084 | 2f9f52f9-27bd-3ca8-8d9c-6683799c5c70 |
|                                                                       Rua Alexandre Herculano nº 181 4430-299 OLIVEIRA do DOURO |                Rua Alexandre Herculano 181, 4430-299, Oliveira do Douro, Vila Nova de Gaia, Porto |  4430-299 |  1 |  98.59 |  -8.573599983273823 |  41.11848000954765 | 5e45440b-fd2a-384f-bf47-30b2bbff2a59 |
|                                                                  Rua Marcelino Mesquita, Nº 11, Loja 1-A 2795-134 LINDA-A-VELHA |                                Rua Marcelino Mesquita 11, 2795-134, Linda-a-Velha, Oeiras, Lisboa |  2795-134 |  1 |  98.59 |  -9.239563932515727 |  38.70449225869621 | 7fc2ddda-4172-3100-81ce-e16d95763083 |
